id_videogame,id_plataforma,id_genero,id_publicador,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,
19,9,5,369,3.21,1.11,0.95,0.2,5.46,"INSERT INTO VENTA VALUES(19 , 9 , 5 , 369 , 3.21 , 1.11 , 0.95 , 0.2);"
154,12,12,369,3.18,1.24,0.94,0.09,5.45,"INSERT INTO VENTA VALUES(154 , 12 , 12 , 369 , 3.18 , 1.24 , 0.94 , 0.09);"
92,6,9,17,2.72,1.87,0,0.84,5.43,"INSERT INTO VENTA VALUES(92 , 6 , 9 , 17 , 2.72 , 1.87 , 0 , 0.84);"
155,7,5,540,2.07,2.29,0.24,0.82,5.42,"INSERT INTO VENTA VALUES(155 , 7 , 5 , 540 , 2.07 , 2.29 , 0.24 , 0.82);"
66,6,4,465,1.97,2.51,0,0.94,5.42,"INSERT INTO VENTA VALUES(66 , 6 , 4 , 465 , 1.97 , 2.51 , 0 , 0.94);"
157,6,8,475,1.74,1.24,1.87,0.52,5.36,"INSERT INTO VENTA VALUES(157 , 6 , 8 , 475 , 1.74 , 1.24 , 1.87 , 0.52);"
158,3,6,369,2.18,0.96,2,0.2,5.34,"INSERT INTO VENTA VALUES(158 , 3 , 6 , 369 , 2.18 , 0.96 , 2 , 0.2);"
159,3,4,369,3.02,1.12,1.01,0.16,5.31,"INSERT INTO VENTA VALUES(159 , 3 , 4 , 369 , 3.02 , 1.12 , 1.01 , 0.16);"
118,5,1,533,3.13,1.71,0.03,0.44,5.3,"INSERT INTO VENTA VALUES(118 , 5 , 1 , 533 , 3.13 , 1.71 , 0.03 , 0.44);"
160,13,8,476,1.62,0.77,2.78,0.14,5.3,"INSERT INTO VENTA VALUES(160 , 13 , 8 , 476 , 1.62 , 0.77 , 2.78 , 0.14);"
161,7,8,139,1.92,1.08,2.11,0.17,5.29,"INSERT INTO VENTA VALUES(161 , 7 , 8 , 139 , 1.92 , 1.08 , 2.11 , 0.17);"
162,12,5,369,3.33,0.79,1.09,0.06,5.27,"INSERT INTO VENTA VALUES(162 , 12 , 5 , 369 , 3.33 , 0.79 , 1.09 , 0.06);"
145,5,1,533,3.1,1.56,0.08,0.51,5.27,"INSERT INTO VENTA VALUES(145 , 5 , 1 , 533 , 3.1 , 1.56 , 0.08 , 0.51);"
163,4,6,369,1.22,2.48,1.03,0.52,5.26,"INSERT INTO VENTA VALUES(163 , 4 , 6 , 369 , 1.22 , 2.48 , 1.03 , 0.52);"
164,13,1,138,2.3,2.46,0.2,0.28,5.24,"INSERT INTO VENTA VALUES(164 , 13 , 1 , 138 , 2.3 , 2.46 , 0.2 , 0.28);"
165,7,11,139,4.26,0.26,0.01,0.71,5.23,"INSERT INTO VENTA VALUES(165 , 7 , 11 , 139 , 4.26 , 0.26 , 0.01 , 0.71);"
166,7,8,475,0.65,0.75,3.61,0.2,5.21,"INSERT INTO VENTA VALUES(166 , 7 , 8 , 475 , 0.65 , 0.75 , 3.61 , 0.2);"
167,15,8,17,2.43,2.15,0,0.62,5.2,"INSERT INTO VENTA VALUES(167 , 15 , 8 , 17 , 2.43 , 2.15 , 0 , 0.62);"
23,9,5,369,2.93,1.25,0.83,0.2,5.2,"INSERT INTO VENTA VALUES(23 , 9 , 5 , 369 , 2.93 , 1.25 , 0.83 , 0.2);"
169,20,5,369,2.32,1.3,1.27,0.31,5.19,"INSERT INTO VENTA VALUES(169 , 20 , 5 , 369 , 2.32 , 1.3 , 1.27 , 0.31);"
170,3,5,369,2.49,0.98,1.57,0.15,5.19,"INSERT INTO VENTA VALUES(170 , 3 , 5 , 369 , 2.49 , 0.98 , 1.57 , 0.15);"
76,5,1,139,1.08,3.48,0.03,0.58,5.18,"INSERT INTO VENTA VALUES(76 , 5 , 1 , 139 , 1.08 , 3.48 , 0.03 , 0.58);"
171,4,1,369,1.9,1.83,0.95,0.49,5.17,"INSERT INTO VENTA VALUES(171 , 4 , 1 , 369 , 1.9 , 1.83 , 0.95 , 0.49);"
172,8,5,369,2.1,0.74,2.2,0.11,5.15,"INSERT INTO VENTA VALUES(172 , 8 , 5 , 369 , 2.1 , 0.74 , 2.2 , 0.11);"
173,10,10,369,0.96,2.02,1.89,0.28,5.15,"INSERT INTO VENTA VALUES(173 , 10 , 10 , 369 , 0.96 , 2.02 , 1.89 , 0.28);"
79,4,11,453,1.64,2.48,0.44,0.58,5.14,"INSERT INTO VENTA VALUES(79 , 4 , 11 , 453 , 1.64 , 2.48 , 0.44 , 0.58);"
175,7,9,139,1.98,2.23,0.13,0.8,5.13,"INSERT INTO VENTA VALUES(175 , 7 , 9 , 139 , 1.98 , 2.23 , 0.13 , 0.8);"
176,3,5,369,2.71,0.61,1.7,0.11,5.13,"INSERT INTO VENTA VALUES(176 , 3 , 5 , 369 , 2.71 , 0.61 , 1.7 , 0.11);"
177,5,8,328,3.59,1.11,0.05,0.38,5.13,"INSERT INTO VENTA VALUES(177 , 5 , 8 , 328 , 3.59 , 1.11 , 0.05 , 0.38);"
87,18,9,17,3.21,1.53,0.01,0.38,5.13,"INSERT INTO VENTA VALUES(87 , 18 , 9 , 17 , 3.21 , 1.53 , 0.01 , 0.38);"
178,15,10,328,3.22,1.69,0,0.2,5.12,"INSERT INTO VENTA VALUES(178 , 15 , 10 , 328 , 3.22 , 1.69 , 0 , 0.2);"
179,7,4,435,3.81,0.63,0,0.68,5.12,"INSERT INTO VENTA VALUES(179 , 7 , 4 , 435 , 3.81 , 0.63 , 0 , 0.68);"
180,6,1,82,1.96,1.43,1.08,0.65,5.11,"INSERT INTO VENTA VALUES(180 , 6 , 1 , 82 , 1.96 , 1.43 , 1.08 , 0.65);"
17,18,1,499,2.66,2.01,0,0.41,5.08,"INSERT INTO VENTA VALUES(17 , 18 , 1 , 499 , 2.66 , 2.01 , 0 , 0.41);"
181,17,1,499,1.7,2.02,0.16,1.21,5.08,"INSERT INTO VENTA VALUES(181 , 17 , 1 , 499 , 1.7 , 2.02 , 0.16 , 1.21);"
182,6,11,139,0.6,3.29,0.06,1.13,5.08,"INSERT INTO VENTA VALUES(182 , 6 , 11 , 139 , 0.6 , 3.29 , 0.06 , 1.13);"
2,3,5,369,3.4,1.3,0.15,0.22,5.07,"INSERT INTO VENTA VALUES(2 , 3 , 5 , 369 , 3.4 , 1.3 , 0.15 , 0.22);"
184,13,1,553,2.05,1.16,1.11,0.73,5.05,"INSERT INTO VENTA VALUES(184 , 13 , 1 , 553 , 2.05 , 1.16 , 1.11 , 0.73);"
185,13,11,17,3.42,1.38,0.02,0.2,5.02,"INSERT INTO VENTA VALUES(185 , 13 , 11 , 17 , 3.42 , 1.38 , 0.02 , 0.2);"
91,20,3,369,2.59,1.06,0.8,0.57,5.02,"INSERT INTO VENTA VALUES(91 , 20 , 3 , 369 , 2.59 , 1.06 , 0.8 , 0.57);"
186,13,12,138,2.79,1.89,0,0.33,5.01,"INSERT INTO VENTA VALUES(186 , 13 , 12 , 138 , 2.79 , 1.89 , 0 , 0.33);"
187,13,5,465,3.36,1.36,0.07,0.21,5,"INSERT INTO VENTA VALUES(187 , 13 , 5 , 465 , 3.36 , 1.36 , 0.07 , 0.21);"
188,1,9,369,3.06,1.18,0.29,0.46,5,"INSERT INTO VENTA VALUES(188 , 1 , 9 , 369 , 3.06 , 1.18 , 0.29 , 0.46);"
189,7,4,17,3.49,0.01,0.01,1.48,4.98,"INSERT INTO VENTA VALUES(189 , 7 , 4 , 17 , 3.49 , 0.01 , 0.01 , 1.48);"
190,5,8,65,3.39,1.03,0.09,0.44,4.96,"INSERT INTO VENTA VALUES(190 , 5 , 8 , 65 , 3.39 , 1.03 , 0.09 , 0.44);"
191,4,8,369,1.85,1.2,1.54,0.37,4.96,"INSERT INTO VENTA VALUES(191 , 4 , 8 , 369 , 1.85 , 1.2 , 1.54 , 0.37);"
192,6,1,465,2.31,1.73,0.12,0.78,4.94,"INSERT INTO VENTA VALUES(192 , 6 , 1 , 465 , 2.31 , 1.73 , 0.12 , 0.78);"
193,7,11,139,3.98,0.26,0.01,0.66,4.91,"INSERT INTO VENTA VALUES(193 , 7 , 11 , 139 , 3.98 , 0.26 , 0.01 , 0.66);"
139,4,1,296,2.89,1.54,0,0.46,4.9,"INSERT INTO VENTA VALUES(139 , 4 , 1 , 296 , 2.89 , 1.54 , 0 , 0.46);"
194,12,7,369,2.91,0.99,0.89,0.1,4.88,"INSERT INTO VENTA VALUES(194 , 12 , 7 , 369 , 2.91 , 0.99 , 0.89 , 0.1);"
195,17,8,82,0,0,4.87,0,4.87,"INSERT INTO VENTA VALUES(195 , 17 , 8 , 82 , 0 , 0 , 4.87 , 0);"
158,2,6,369,2.62,0.6,1.52,0.1,4.85,"INSERT INTO VENTA VALUES(158 , 2 , 6 , 369 , 2.62 , 0.6 , 1.52 , 0.1);"
197,6,1,465,2.74,1.36,0.12,0.63,4.84,"INSERT INTO VENTA VALUES(197 , 6 , 1 , 465 , 2.74 , 1.36 , 0.12 , 0.63);"
198,15,12,17,2.56,1.68,0,0.59,4.83,"INSERT INTO VENTA VALUES(198 , 15 , 12 , 17 , 2.56 , 1.68 , 0 , 0.59);"
147,6,2,533,1.91,2,0.09,0.83,4.83,"INSERT INTO VENTA VALUES(147 , 6 , 2 , 533 , 1.91 , 2 , 0.09 , 0.83);"
115,6,11,139,0.57,3.14,0.04,1.07,4.82,"INSERT INTO VENTA VALUES(115 , 6 , 11 , 139 , 0.57 , 3.14 , 0.04 , 1.07);"
199,13,7,465,2.57,1.57,0.44,0.21,4.79,"INSERT INTO VENTA VALUES(199 , 13 , 7 , 465 , 2.57 , 1.57 , 0.44 , 0.21);"
200,11,11,139,0.28,3.75,0.06,0.69,4.77,"INSERT INTO VENTA VALUES(200 , 11 , 11 , 139 , 0.28 , 3.75 , 0.06 , 0.69);"
148,5,1,560,2.99,1.31,0.04,0.41,4.76,"INSERT INTO VENTA VALUES(148 , 5 , 1 , 560 , 2.99 , 1.31 , 0.04 , 0.41);"
201,13,1,54,2.36,2.1,0.02,0.25,4.73,"INSERT INTO VENTA VALUES(201 , 13 , 1 , 54 , 2.36 , 2.1 , 0.02 , 0.25);"
202,7,7,556,1.73,2.19,0,0.79,4.7,"INSERT INTO VENTA VALUES(202 , 7 , 7 , 556 , 1.73 , 2.19 , 0 , 0.79);"
203,13,11,17,3.05,1.41,0.02,0.2,4.68,"INSERT INTO VENTA VALUES(203 , 13 , 11 , 17 , 3.05 , 1.41 , 0.02 , 0.2);"
204,1,10,369,1.87,1.12,1.32,0.37,4.68,"INSERT INTO VENTA VALUES(204 , 1 , 10 , 369 , 1.87 , 1.12 , 1.32 , 0.37);"
205,7,1,139,1.94,1.95,0.08,0.7,4.67,"INSERT INTO VENTA VALUES(205 , 7 , 1 , 139 , 1.94 , 1.95 , 0.08 , 0.7);"
206,5,7,328,2.08,2.04,0.06,0.47,4.64,"INSERT INTO VENTA VALUES(206 , 5 , 7 , 328 , 2.08 , 2.04 , 0.06 , 0.47);"
207,13,1,138,2.29,1.97,0.13,0.24,4.63,"INSERT INTO VENTA VALUES(207 , 13 , 1 , 138 , 2.29 , 1.97 , 0.13 , 0.24);"
189,1,4,17,3.06,1.12,0,0.44,4.62,"INSERT INTO VENTA VALUES(189 , 1 , 4 , 17 , 3.06 , 1.12 , 0 , 0.44);"
208,8,1,369,2.42,0.91,1.15,0.13,4.61,"INSERT INTO VENTA VALUES(208 , 8 , 1 , 369 , 2.42 , 0.91 , 1.15 , 0.13);"
209,19,1,369,2.6,0.99,0.89,0.13,4.6,"INSERT INTO VENTA VALUES(209 , 19 , 1 , 369 , 2.6 , 0.99 , 0.89 , 0.13);"
210,1,11,453,1.89,1.99,0.22,0.48,4.58,"INSERT INTO VENTA VALUES(210 , 1 , 11 , 453 , 1.89 , 1.99 , 0.22 , 0.48);"
211,10,1,369,1.78,1.39,1.1,0.3,4.58,"INSERT INTO VENTA VALUES(211 , 10 , 1 , 369 , 1.78 , 1.39 , 1.1 , 0.3);"
212,20,9,369,1.55,1.15,1.44,0.43,4.57,"INSERT INTO VENTA VALUES(212 , 20 , 9 , 369 , 1.55 , 1.15 , 1.44 , 0.43);"
135,11,1,465,1.78,1.87,0.07,0.82,4.55,"INSERT INTO VENTA VALUES(135 , 11 , 1 , 465 , 1.78 , 1.87 , 0.07 , 0.82);"
189,5,4,17,3.19,0.92,0.01,0.42,4.53,"INSERT INTO VENTA VALUES(189 , 5 , 4 , 17 , 3.19 , 0.92 , 0.01 , 0.42);"
214,7,11,139,4.18,0.26,0.01,0.08,4.53,"INSERT INTO VENTA VALUES(214 , 7 , 11 , 139 , 4.18 , 0.26 , 0.01 , 0.08);"
215,16,5,17,4.21,0.24,0,0.05,4.5,"INSERT INTO VENTA VALUES(215 , 16 , 5 , 17 , 4.21 , 0.24 , 0 , 0.05);"
216,7,11,139,3.63,0.24,0.01,0.61,4.49,"INSERT INTO VENTA VALUES(216 , 7 , 11 , 139 , 3.63 , 0.24 , 0.01 , 0.61);"
217,7,1,17,2.71,1.51,0.03,0.23,4.48,"INSERT INTO VENTA VALUES(217 , 7 , 1 , 17 , 2.71 , 1.51 , 0.03 , 0.23);"
218,13,8,145,0.2,0.14,4.1,0.02,4.47,"INSERT INTO VENTA VALUES(218 , 13 , 8 , 145 , 0.2 , 0.14 , 4.1 , 0.02);"
219,11,1,465,1.96,1.69,0.08,0.74,4.47,"INSERT INTO VENTA VALUES(219 , 11 , 1 , 465 , 1.96 , 1.69 , 0.08 , 0.74);"
87,6,9,17,1.54,1.94,0.19,0.77,4.45,"INSERT INTO VENTA VALUES(87 , 6 , 9 , 17 , 1.54 , 1.94 , 0.19 , 0.77);"
220,7,1,465,2.71,1.29,0.02,0.43,4.45,"INSERT INTO VENTA VALUES(220 , 7 , 1 , 465 , 2.71 , 1.29 , 0.02 , 0.43);"
221,20,4,369,2.55,1.11,0.46,0.33,4.44,"INSERT INTO VENTA VALUES(221 , 20 , 4 , 369 , 2.55 , 1.11 , 0.46 , 0.33);"
222,1,4,533,2.67,1.35,0.01,0.39,4.42,"INSERT INTO VENTA VALUES(222 , 1 , 4 , 533 , 2.67 , 1.35 , 0.01 , 0.39);"
223,7,11,17,2.66,1.29,0.01,0.46,4.41,"INSERT INTO VENTA VALUES(223 , 7 , 11 , 17 , 2.66 , 1.29 , 0.01 , 0.46);"
224,7,11,282,0.1,2.39,1.05,0.86,4.39,"INSERT INTO VENTA VALUES(224 , 7 , 11 , 282 , 0.1 , 2.39 , 1.05 , 0.86);"
225,5,8,499,2.82,1.05,0.13,0.4,4.39,"INSERT INTO VENTA VALUES(225 , 5 , 8 , 499 , 2.82 , 1.05 , 0.13 , 0.4);"
226,2,2,369,2.19,0.5,1.61,0.08,4.38,"INSERT INTO VENTA VALUES(226 , 2 , 2 , 369 , 2.19 , 0.5 , 1.61 , 0.08);"
227,7,7,139,2.03,1.79,0.08,0.47,4.37,"INSERT INTO VENTA VALUES(227 , 7 , 7 , 139 , 2.03 , 1.79 , 0.08 , 0.47);"
228,6,9,465,1.73,1.73,0.14,0.75,4.35,"INSERT INTO VENTA VALUES(228 , 6 , 9 , 465 , 1.73 , 1.73 , 0.14 , 0.75);"
229,21,5,453,3.03,0.91,0.26,0.13,4.34,"INSERT INTO VENTA VALUES(229 , 21 , 5 , 453 , 3.03 , 0.91 , 0.26 , 0.13);"
230,7,8,475,2.2,0.58,1.38,0.17,4.33,"INSERT INTO VENTA VALUES(230 , 7 , 8 , 475 , 2.2 , 0.58 , 1.38 , 0.17);"
104,5,11,139,0.92,2.93,0.01,0.46,4.31,"INSERT INTO VENTA VALUES(104 , 5 , 11 , 139 , 0.92 , 2.93 , 0.01 , 0.46);"
87,5,9,17,2.75,1.18,0,0.37,4.31,"INSERT INTO VENTA VALUES(87 , 5 , 9 , 17 , 2.75 , 1.18 , 0 , 0.37);"
231,16,9,54,4,0.26,0,0.05,4.31,"INSERT INTO VENTA VALUES(231 , 16 , 9 , 54 , 4 , 0.26 , 0 , 0.05);"
232,5,8,328,2.51,1.27,0.11,0.41,4.31,"INSERT INTO VENTA VALUES(232 , 5 , 8 , 328 , 2.51 , 1.27 , 0.11 , 0.41);"
233,18,9,328,2.64,1.2,0.03,0.39,4.26,"INSERT INTO VENTA VALUES(233 , 18 , 9 , 328 , 2.64 , 1.2 , 0.03 , 0.39);"
234,20,5,369,2.11,1.11,0.72,0.3,4.25,"INSERT INTO VENTA VALUES(234 , 20 , 5 , 369 , 2.11 , 1.11 , 0.72 , 0.3);"
235,6,1,138,2.23,1.34,0.07,0.61,4.25,"INSERT INTO VENTA VALUES(235 , 6 , 1 , 138 , 2.23 , 1.34 , 0.07 , 0.61);"
236,6,1,533,1.41,2.02,0.1,0.72,4.24,"INSERT INTO VENTA VALUES(236 , 6 , 1 , 533 , 1.41 , 2.02 , 0.1 , 0.72);"
237,9,4,352,3,1.11,0.05,0.07,4.24,"INSERT INTO VENTA VALUES(237 , 9 , 4 , 352 , 3 , 1.11 , 0.05 , 0.07);"
238,7,1,282,1.46,0,0.83,1.93,4.23,"INSERT INTO VENTA VALUES(238 , 7 , 1 , 282 , 1.46 , 0 , 0.83 , 1.93);"
239,17,5,465,2.45,1.02,0,0.75,4.22,"INSERT INTO VENTA VALUES(239 , 17 , 5 , 465 , 2.45 , 1.02 , 0 , 0.75);"
240,15,12,17,1.7,2.27,0,0.23,4.21,"INSERT INTO VENTA VALUES(240 , 15 , 12 , 17 , 1.7 , 2.27 , 0 , 0.23);"
88,10,1,369,2.03,1.27,0.62,0.3,4.21,"INSERT INTO VENTA VALUES(88 , 10 , 1 , 369 , 2.03 , 1.27 , 0.62 , 0.3);"
242,7,11,139,0.78,2.55,0.04,0.84,4.21,"INSERT INTO VENTA VALUES(242 , 7 , 11 , 139 , 0.78 , 2.55 , 0.04 , 0.84);"
243,7,4,465,0.88,2.3,0.2,0.83,4.2,"INSERT INTO VENTA VALUES(243 , 7 , 4 , 465 , 0.88 , 2.3 , 0.2 , 0.83);"
244,11,9,465,1.3,2.07,0.18,0.65,4.2,"INSERT INTO VENTA VALUES(244 , 11 , 9 , 465 , 1.3 , 2.07 , 0.18 , 0.65);"
245,6,7,465,1.28,1.83,0.57,0.53,4.2,"INSERT INTO VENTA VALUES(245 , 6 , 7 , 465 , 1.28 , 1.83 , 0.57 , 0.53);"
236,5,1,533,2.25,1.47,0.04,0.43,4.19,"INSERT INTO VENTA VALUES(236 , 5 , 1 , 533 , 2.25 , 1.47 , 0.04 , 0.43);"
246,6,3,82,2.02,1.06,0.58,0.53,4.19,"INSERT INTO VENTA VALUES(246 , 6 , 3 , 82 , 2.02 , 1.06 , 0.58 , 0.53);"
112,5,11,139,0.84,2.79,0.02,0.53,4.19,"INSERT INTO VENTA VALUES(112 , 5 , 11 , 139 , 0.84 , 2.79 , 0.02 , 0.53);"
247,2,1,393,3.38,0.44,0.31,0.04,4.17,"INSERT INTO VENTA VALUES(247 , 2 , 1 , 393 , 3.38 , 0.44 , 0.31 , 0.04);"
248,2,7,369,2.04,0.48,1.57,0.07,4.16,"INSERT INTO VENTA VALUES(248 , 2 , 7 , 369 , 2.04 , 0.48 , 1.57 , 0.07);"
249,13,1,217,3.79,0.27,0,0.11,4.16,"INSERT INTO VENTA VALUES(249 , 13 , 1 , 217 , 3.79 , 0.27 , 0 , 0.11);"
250,7,11,139,3.36,0.21,0.01,0.56,4.14,"INSERT INTO VENTA VALUES(250 , 7 , 11 , 139 , 3.36 , 0.21 , 0.01 , 0.56);"
251,11,1,533,1.4,1.86,0.11,0.77,4.14,"INSERT INTO VENTA VALUES(251 , 11 , 1 , 533 , 1.4 , 1.86 , 0.11 , 0.77);"
252,15,9,556,4.03,0,0.09,0,4.12,"INSERT INTO VENTA VALUES(252 , 15 , 9 , 556 , 4.03 , 0 , 0.09 , 0);"
253,8,5,369,1.65,0.61,1.76,0.09,4.12,"INSERT INTO VENTA VALUES(253 , 8 , 5 , 369 , 1.65 , 0.61 , 1.76 , 0.09);"
254,7,11,139,0.71,2.48,0.03,0.89,4.11,"INSERT INTO VENTA VALUES(254 , 7 , 11 , 139 , 0.71 , 2.48 , 0.03 , 0.89);"
255,1,1,369,2.14,1.2,0.37,0.4,4.1,"INSERT INTO VENTA VALUES(255 , 1 , 1 , 369 , 2.14 , 1.2 , 0.37 , 0.4);"
256,8,3,82,1.42,0.51,2.1,0.07,4.1,"INSERT INTO VENTA VALUES(256 , 8 , 3 , 82 , 1.42 , 0.51 , 2.1 , 0.07);"
257,1,4,499,2.13,1.5,0.05,0.42,4.1,"INSERT INTO VENTA VALUES(257 , 1 , 4 , 499 , 2.13 , 1.5 , 0.05 , 0.42);"
101,18,8,65,2.45,1.26,0.01,0.37,4.09,"INSERT INTO VENTA VALUES(101 , 18 , 8 , 65 , 2.45 , 1.26 , 0.01 , 0.37);"
258,15,8,17,2.57,1.52,0,0,4.09,"INSERT INTO VENTA VALUES(258 , 15 , 8 , 17 , 2.57 , 1.52 , 0 , 0);"
259,5,8,65,2.65,1.06,0.04,0.33,4.08,"INSERT INTO VENTA VALUES(259 , 5 , 8 , 65 , 2.65 , 1.06 , 0.04 , 0.33);"
260,7,1,465,2.32,0.04,0.04,1.67,4.07,"INSERT INTO VENTA VALUES(260 , 7 , 1 , 465 , 2.32 , 0.04 , 0.04 , 1.67);"
261,5,7,328,2.35,1.28,0.03,0.41,4.06,"INSERT INTO VENTA VALUES(261 , 5 , 7 , 328 , 2.35 , 1.28 , 0.03 , 0.41);"
262,7,11,282,0.12,2.26,0.9,0.77,4.06,"INSERT INTO VENTA VALUES(262 , 7 , 11 , 282 , 0.12 , 2.26 , 0.9 , 0.77);"
263,13,4,465,2.28,1.55,0.16,0.06,4.05,"INSERT INTO VENTA VALUES(263 , 13 , 4 , 465 , 2.28 , 1.55 , 0.16 , 0.06);"
264,7,3,352,1.68,1.51,0.51,0.35,4.05,"INSERT INTO VENTA VALUES(264 , 7 , 3 , 352 , 1.68 , 1.51 , 0.51 , 0.35);"
265,11,9,533,1.12,2.12,0.1,0.69,4.03,"INSERT INTO VENTA VALUES(265 , 11 , 9 , 533 , 1.12 , 2.12 , 0.1 , 0.69);"
266,12,9,369,2.78,0.58,0.64,0.04,4.03,"INSERT INTO VENTA VALUES(266 , 12 , 9 , 369 , 2.78 , 0.58 , 0.64 , 0.04);"
66,11,4,467,1.38,1.87,0.12,0.65,4.02,"INSERT INTO VENTA VALUES(66 , 11 , 4 , 467 , 1.38 , 1.87 , 0.12 , 0.65);"
267,2,11,369,1.22,0.28,2.46,0.04,4.01,"INSERT INTO VENTA VALUES(267 , 2 , 11 , 369 , 1.22 , 0.28 , 2.46 , 0.04);"
190,6,8,65,2.15,1.2,0.07,0.59,4.01,"INSERT INTO VENTA VALUES(190 , 6 , 8 , 65 , 2.15 , 1.2 , 0.07 , 0.59);"
268,4,6,369,0.92,1.78,0.92,0.37,4,"INSERT INTO VENTA VALUES(268 , 4 , 6 , 369 , 0.92 , 1.78 , 0.92 , 0.37);"
269,5,9,139,2.67,0.89,0.05,0.37,3.99,"INSERT INTO VENTA VALUES(269 , 5 , 9 , 139 , 2.67 , 0.89 , 0.05 , 0.37);"
270,7,4,352,2.08,1.35,0,0.54,3.98,"INSERT INTO VENTA VALUES(270 , 7 , 4 , 352 , 2.08 , 1.35 , 0 , 0.54);"
271,1,11,139,2.1,1.36,0.06,0.4,3.92,"INSERT INTO VENTA VALUES(271 , 1 , 11 , 139 , 2.1 , 1.36 , 0.06 , 0.4);"
272,11,1,533,1.18,1.96,0.08,0.7,3.92,"INSERT INTO VENTA VALUES(272 , 11 , 1 , 533 , 1.18 , 1.96 , 0.08 , 0.7);"
273,3,5,369,1.97,0.76,1.07,0.11,3.91,"INSERT INTO VENTA VALUES(273 , 3 , 5 , 369 , 1.97 , 0.76 , 1.07 , 0.11);"
274,7,11,17,2.29,1.17,0.01,0.42,3.9,"INSERT INTO VENTA VALUES(274 , 7 , 11 , 17 , 2.29 , 1.17 , 0.01 , 0.42);"
275,6,1,533,1.33,1.71,0.13,0.73,3.89,"INSERT INTO VENTA VALUES(275 , 6 , 1 , 533 , 1.33 , 1.71 , 0.13 , 0.73);"
276,10,8,369,0.67,0.49,2.62,0.11,3.89,"INSERT INTO VENTA VALUES(276 , 10 , 8 , 369 , 0.67 , 0.49 , 2.62 , 0.11);"
277,6,7,465,1.53,1.61,0.06,0.67,3.88,"INSERT INTO VENTA VALUES(277 , 6 , 7 , 465 , 1.53 , 1.61 , 0.06 , 0.67);"
69,15,8,65,1.15,2.09,0,0.64,3.88,"INSERT INTO VENTA VALUES(69 , 15 , 8 , 65 , 1.15 , 2.09 , 0 , 0.64);"
278,7,3,352,0.93,1.94,0.31,0.7,3.87,"INSERT INTO VENTA VALUES(278 , 7 , 3 , 352 , 0.93 , 1.94 , 0.31 , 0.7);"
279,2,8,145,0.1,0,3.77,0,3.87,"INSERT INTO VENTA VALUES(279 , 2 , 8 , 145 , 0.1 , 0 , 3.77 , 0);"
280,6,11,465,2.12,1.14,0.1,0.51,3.87,"INSERT INTO VENTA VALUES(280 , 6 , 11 , 465 , 2.12 , 1.14 , 0.1 , 0.51);"
281,11,11,499,2.48,0.65,0.03,0.69,3.85,"INSERT INTO VENTA VALUES(281 , 11 , 11 , 499 , 2.48 , 0.65 , 0.03 , 0.69);"
282,7,11,282,0.16,1.89,1.12,0.68,3.85,"INSERT INTO VENTA VALUES(282 , 7 , 11 , 282 , 0.16 , 1.89 , 1.12 , 0.68);"
283,4,4,369,0.87,1.57,1.05,0.35,3.84,"INSERT INTO VENTA VALUES(283 , 4 , 4 , 369 , 0.87 , 1.57 , 1.05 , 0.35);"
284,13,4,465,2.12,1.44,0.22,0.06,3.84,"INSERT INTO VENTA VALUES(284 , 13 , 4 , 465 , 2.12 , 1.44 , 0.22 , 0.06);"
285,3,1,369,2.21,0.96,0.54,0.13,3.83,"INSERT INTO VENTA VALUES(285 , 3 , 1 , 369 , 2.21 , 0.96 , 0.54 , 0.13);"
286,4,8,369,2.26,0.48,0.81,0.27,3.83,"INSERT INTO VENTA VALUES(286 , 4 , 8 , 369 , 2.26 , 0.48 , 0.81 , 0.27);"
287,1,4,369,1.06,1.93,0.41,0.43,3.82,"INSERT INTO VENTA VALUES(287 , 1 , 4 , 369 , 1.06 , 1.93 , 0.41 , 0.43);"
288,10,10,369,1.44,1.37,0.73,0.27,3.81,"INSERT INTO VENTA VALUES(288 , 10 , 10 , 369 , 1.44 , 1.37 , 0.73 , 0.27);"
289,11,1,560,1.49,1.58,0.1,0.61,3.79,"INSERT INTO VENTA VALUES(289 , 11 , 1 , 560 , 1.49 , 1.58 , 0.1 , 0.61);"
290,1,11,453,1.14,1.91,0.27,0.46,3.78,"INSERT INTO VENTA VALUES(290 , 1 , 11 , 453 , 1.14 , 1.91 , 0.27 , 0.46);"
291,5,1,17,2.4,1.03,0,0.36,3.78,"INSERT INTO VENTA VALUES(291 , 5 , 1 , 17 , 2.4 , 1.03 , 0 , 0.36);"
292,13,1,553,1.82,1.24,0.47,0.25,3.77,"INSERT INTO VENTA VALUES(292 , 13 , 1 , 553 , 1.82 , 1.24 , 0.47 , 0.25);"
293,17,5,465,1.4,1.4,0.1,0.87,3.77,"INSERT INTO VENTA VALUES(293 , 17 , 5 , 465 , 1.4 , 1.4 , 0.1 , 0.87);"
294,1,4,533,1.98,1.47,0,0.32,3.76,"INSERT INTO VENTA VALUES(294 , 1 , 4 , 533 , 1.98 , 1.47 , 0 , 0.32);"
295,15,10,139,2.03,1.56,0,0.17,3.76,"INSERT INTO VENTA VALUES(295 , 15 , 10 , 139 , 2.03 , 1.56 , 0 , 0.17);"
